htid,title,org
mdp.39015079028802,"Preamble and constitution amended 1906, 1907 and 1908, ratified by referendum vote ",Industrial Workers of the World 
mdp.39015079028810,"Preamble and constitution of the Industrial Workers of the World amended by convention, 1906--ratified by referendum vote, 1906, amended by convention, 1907--ratified by referendem vote, 1907, amended by convention, 1908--ratified by referendum vote, 1908 ",Industrial Workers of the World 
mdp.39015080732723,"59th NMGS Fall Field Conference, 2008 ","Witcher, James C. "
mdp.39015081766944,Proletarian and petit-bourgeois ,Industrial Workers of the World 
mdp.39015081766944,Those who own and those who work ,Industrial Workers of the World 
mdp.39015081770250,Discorsi in fabbrica sull'economia sociale ,Industrial Workers of the World 
mdp.39015081797428,"The Progressive Party its record from January to July, 1916, including statements and speeches of Theodore Roosevelt ",Progressive Party (1912) National Committee. 
mdp.39015081944699,Massachusetts State government a citizen's handbook. - ,League of Women Voters of Massachusetts 
mdp.39015081992672,Report ,International Ladies' Garment Workers' Union Educational Dept. 
mdp.39015081992698,Report ,International Ladies' Garment Workers' Union Educational Dept. 
mdp.39015082033419,The government of Milwaukee County ,League of Women Voters of Milwaukee 
mdp.39015082861785,Minutes of the ... constitutional general convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39076000596796,School finance in the 1980s ,League of Women Voters (U.S.) Education Fund. 
mdp.39076001153456,Choosing the president--1992 ,League of Women Voters of California Education Fund. 
msu.31293006494516,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
njp.32101043153111,"Ettor and Giovannitti before the jury at Salem, Massachusetts, November 23, 1912 ",Industrial Workers of the World 
njp.32101058908474,The One big union monthly ,Industrial Workers of the World 
njp.32101058908474,The One big union monthly ,Industrial Workers of the World General Executive Board. 
njp.32101059428571,Industrial efficiency and its antidote ,Industrial Workers of the World 
njp.32101059428571,Onward sweep ,Industrial Workers of the World 
njp.32101062504723,The truth about the minimum wage ,Consumers' League of New York City 
njp.32101067578615,The socialist review ,Intercollegiate Socialist Society (U.S.) 
nyp.33433007991221,The Ladies' garment worker ,International Ladies' Garment Workers' Union 
nyp.33433007991254,The Ladies' garment worker ,International Ladies' Garment Workers' Union 
nyp.33433075970123,Club women of New York ,New York City Federation of Women's Clubs 
nyp.33433075970131,Club women of New York ,New York City Federation of Women's Clubs 
nyp.33433082254784,Virginia cookery book traditional recipes ,League of Women Voters of Virginia 
osu.32435003905924,Wage investigation made by the New Orleans Chapter of the National Consumers' League ,National Consumers' League New Orleans Chapter. 
osu.32435016231979,"Questions submitted by the Department of popular government of the Progressive national service in regard to the initiative, the referendum, the recall of judicial decisions, and the recal of public officers ",Progressive Party Dept. of Popular Government. 
osu.32435028867349,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
osu.32435060067444,You and your New York State government ,League of Women Voters of New York State 
osu.32435063751200,How to conduct a union meeting ,International Ladies' Garment Workers' Union Educational Department. 
osu.32435066928326,Report ,Consumers' League of New York City 
osu.32435066928417,Report ,Consumers' League of New York City 
pst.000002438108,Freedom school poetry ,Student Nonviolent Coordinating Committee (U.S.) 
pst.000005384785,Centre piece facts and figures about that part of Centre County known as the State College area (Centre Region) and its relations with other governmental units ,"League of Women Voters of State College, Pennsylvania "
pst.000007402616,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000007402616,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000007402616,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000007402616,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000007402661,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000007402661,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
pst.000007402715,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000007402715,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000008846143,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000013445683,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000013445683,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,"Bill of rights, then and now ",League of Women Voters (U.S.) Education Fund. 
pst.000013464493,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,Our compound republic ,League of Women Voters (U.S.) Education Fund. 
pst.000024479226,Oconomowoc ,"League of Women Voters of Oconomowoc, Wisconsin "
pst.000030844223,Living in the Allentown area ,League of Women Voters of the Allentown Area 
pst.000044809362,IWW song book ,Industrial Workers of the World 
pst.000044809362,Songs to fan the flames of discontent the little red song book ,Industrial Workers of the World 
pst.000057878935,Labor age ,Intercollegiate Socialist Society (U.S.) 
pst.000057878942,Labor age ,Intercollegiate Socialist Society (U.S.) 
pst.000057878942,The intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
pst.000063810127,Labor age ,Intercollegiate Socialist Society (U.S.) 
pst.000063810127,The intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
pst.000066985525,One big union monthly ,Industrial Workers of the World 
txu.059173022962153,"The Commonwealth of Puerto Rico -- a house of good will address delivered on May 18, 1956 before the Annual convention of the International Ladies Garment workers' Union held at Atlantic City, New Jersey ",International Ladies' Garment Workers' Union 
txu.059173026873394,"Human Development Project/San Jose, Costa Rica, of Federation de Organizaciones Voluntarias and Overseas Education Fund (1977-1979) final report ",League of Women Voters (U.S.) Overseas Education Fund. 
txu.059173026873394,Proyecto de Desarrollo Humano ,League of Women Voters (U.S.) Overseas Education Fund. 
uc1.$b139109,Civil service and Connecticut ,League of Women Voters of Connecticut 
uc1.$b586063,Molteno report a report prepared for the Progressive Party of South Africa by a commission of experts ,Progressive Party of South Africa 
uc1.$b586063,"Rigid constitution, the decentralization of government, and the administration of justice ",Progressive Party of South Africa 
uc1.$b586064,Franchise proposals and constitutional safeguards ,Progressive Party of South Africa 
uc1.$b586064,Molteno report a report prepared for the Progressive Party of South Africa by a commission of experts ,Progressive Party of South Africa 
uc1.31175033581912,Report of the General Executive Board to the ... Convention ,International Ladies' Garment Workers' Union General Executive Board. 
uc1.31175035168940,"Pageant and ball, April 17th, 1914 ",Men's League for Woman Suffrage of the State of New York 
uc1.31175035168940,"Program, pageant and ball, April 17th, 1914, 71st Regiment Armory Men's League for Woman Suffrage of the State of New York, in collaboration with the Equal Franchise Society, presents a pageant written and directed by Hazel MacKaye, pageant director of the Equal Franchise Society : music composed by Bertha Remick : score arranged by James E. Beggs ",Equal Franchise Society 
uc1.31175035184418,NÃƒÂ©pszerÃƒÂ_ gazdasÃƒÂ¡gtan ,Industrial Workers of the World 
uc1.31210023563644,A stolen nomination for the presidency the facts of the Chicago convention of 1912 ,Progressive party 
uc1.32106000664620,"A guide to your county government Santa Cruz County, California ","League of Women Voters of Santa Cruz, Calif "
uc1.32106001402830,"1913 Armory show 50th anniversary exhibition, 1963 ","Henry Street Settlement (New York, N.Y.) "
uc1.32106006699042,I.W.W. songs ,Industrial Workers of the World 
uc1.32106006889361,Women as food producers in developing countries ,League of Women Voters (U.S.) Overseas Education Fund. 
uc1.32106015585125,"A blueprint for pesticide policy changing the way we safeguard, grow and market food ",League of Women Voters (U.S.) Education Fund 
uc1.32106019792370,California voters' handbook ,League of Women Voters of California 
uc1.32106020398043,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
uc1.32106020398043,CORE papers ,Congress of Racial Equality 
uc1.32106020398092,CORE papers ,Congress of Racial Equality 
uc1.32106020398100,CORE papers ,Congress of Racial Equality 
uc1.b2500859,Decision makers in the San Francisco Bay Area directory of Bay Area regional and inter-county agencies (governmental and voluntary) ,League of Women Voters of the Bay Area 
uc1.b2501223,Decision makers ,League of Women Voters of the Bay Area 
uc1.b2501223,San Francisco Bay Area decision makers regional and inter-county Bay Area agencies ,League of Women Voters of the Bay Area 
uc1.b2501223,"San Francisco Bay Area decision makers, directory of regional and inter-county agencies 1995/97- ",League of Women Voters of the Bay Area 
uc1.b2825462,"Report of the International Congress of Women The Hague-- The Netherlands, April 28th to May 1st, 1915 : president's address : resolutions adopted : report of the committee visting European capitals ",Woman's Peace Party 
